| name                         | title                        | level | facing   | categories      | description                                                                                                                                                                                                                                                 | detail                                                                                                                                                                                                                                                                                                                                                                                                                                                          | remediation                                                                                      | metadata                                                  | cache_key                                                                          |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.friends\` has a row level security policy \`Users can view own friendships\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                   | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"friends","type":"table","schema":"public"}       | auth_rls_init_plan_public_friends_Users can view own friendships                   |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.friends\` has a row level security policy \`Users can create friendships\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                     | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"friends","type":"table","schema":"public"}       | auth_rls_init_plan_public_friends_Users can create friendships                     |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.friends\` has a row level security policy \`Users can delete own friendships\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                 | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"friends","type":"table","schema":"public"}       | auth_rls_init_plan_public_friends_Users can delete own friendships                 |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.feed_posts\` has a row level security policy \`Users can view friends' posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                 | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"feed_posts","type":"table","schema":"public"}    | auth_rls_init_plan_public_feed_posts_Users can view friends' posts                 |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.feed_posts\` has a row level security policy \`Users can insert own posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                    | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"feed_posts","type":"table","schema":"public"}    | auth_rls_init_plan_public_feed_posts_Users can insert own posts                    |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.feed_posts\` has a row level security policy \`Users can update own posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                    | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"feed_posts","type":"table","schema":"public"}    | auth_rls_init_plan_public_feed_posts_Users can update own posts                    |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.feed_posts\` has a row level security policy \`Users can delete own posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                    | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"feed_posts","type":"table","schema":"public"}    | auth_rls_init_plan_public_feed_posts_Users can delete own posts                    |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.post_comments\` has a row level security policy \`Users can view comments on visible posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.   | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"post_comments","type":"table","schema":"public"} | auth_rls_init_plan_public_post_comments_Users can view comments on visible posts   |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.post_comments\` has a row level security policy \`Users can insert comments on visible posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info. | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"post_comments","type":"table","schema":"public"} | auth_rls_init_plan_public_post_comments_Users can insert comments on visible posts |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.post_comments\` has a row level security policy \`Users can delete own comments\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.              | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"post_comments","type":"table","schema":"public"} | auth_rls_init_plan_public_post_comments_Users can delete own comments              |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.post_likes\` has a row level security policy \`Users can view likes on visible posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.         | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"post_likes","type":"table","schema":"public"}    | auth_rls_init_plan_public_post_likes_Users can view likes on visible posts         |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.post_likes\` has a row level security policy \`Users can like visible posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                  | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"post_likes","type":"table","schema":"public"}    | auth_rls_init_plan_public_post_likes_Users can like visible posts                  |
| auth_rls_initplan            | Auth RLS Initialization Plan | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if calls to \`current_setting()\` and \`auth.<function>()\` in RLS policies are being unnecessarily re-evaluated for each row                                                                                                                       | Table \`public.post_likes\` has a row level security policy \`Users can unlike posts\` that re-evaluates current_setting() or auth.<function>() for each row. This produces suboptimal query performance at scale. Resolve the issue by replacing \`auth.<function>()\` with \`(select auth.<function>())\`. See [docs](https://supabase.com/docs/guides/database/postgres/row-level-security#call-functions-with-select) for more info.                        | https://supabase.com/docs/guides/database/database-linter?lint=0003_auth_rls_initplan            | {"name":"post_likes","type":"table","schema":"public"}    | auth_rls_init_plan_public_post_likes_Users can unlike posts                        |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Users can delete own feed posts","Users can delete own posts","Users can delete their own posts."}\`                                                                                                                                                                                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_anon_DELETE                         |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{"Users can create feed posts.","Users can create own feed posts","Users can insert own posts"}\`                                                                                                                                                                                                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_anon_INSERT                         |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Users can see their own and friends' posts.","Users can view friends' posts","Users can view own and friends' feed posts"}\`                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_anon_SELECT                         |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{"Users can update own feed posts","Users can update own posts"}\`                                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_anon_UPDATE                         |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{"Users can delete own feed posts","Users can delete own posts","Users can delete their own posts."}\`                                                                                                                                                                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticated_DELETE                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{"Users can create feed posts.","Users can create own feed posts","Users can insert own posts"}\`                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticated_INSERT                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Users can see their own and friends' posts.","Users can view friends' posts","Users can view own and friends' feed posts"}\`                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticated_SELECT                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{"Users can update own feed posts","Users can update own posts"}\`                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticated_UPDATE                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Users can delete own feed posts","Users can delete own posts","Users can delete their own posts."}\`                                                                                                                                                                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticator_DELETE                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Users can create feed posts.","Users can create own feed posts","Users can insert own posts"}\`                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticator_INSERT                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Users can see their own and friends' posts.","Users can view friends' posts","Users can view own and friends' feed posts"}\`                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticator_SELECT                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{"Users can update own feed posts","Users can update own posts"}\`                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_authenticator_UPDATE                |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Users can delete own feed posts","Users can delete own posts","Users can delete their own posts."}\`                                                                                                                                                                                                                       | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_dashboard_user_DELETE               |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Users can create feed posts.","Users can create own feed posts","Users can insert own posts"}\`                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_dashboard_user_INSERT               |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Users can see their own and friends' posts.","Users can view friends' posts","Users can view own and friends' feed posts"}\`                                                                                                                                                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_dashboard_user_SELECT               |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.feed_posts\` has multiple permissive policies for role \`dashboard_user\` for action \`UPDATE\`. Policies include \`{"Users can update own feed posts","Users can update own posts"}\`                                                                                                                                                                                                                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"feed_posts","type":"table","schema":"public"}    | multiple_permissive_policies_public_feed_posts_dashboard_user_UPDATE               |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Users can delete own friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                          | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_anon_DELETE                            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{"Users can create friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_anon_INSERT                            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Users can manage their own friendships.","Users can view own friendships"}\`                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_anon_SELECT                            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{"Users can delete own friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_authenticated_DELETE                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{"Users can create friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_authenticated_INSERT                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Users can manage their own friendships.","Users can view own friendships"}\`                                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_authenticated_SELECT                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Users can delete own friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_authenticator_DELETE                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Users can create friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_authenticator_INSERT                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Users can manage their own friendships.","Users can view own friendships"}\`                                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_authenticator_SELECT                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Users can delete own friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_dashboard_user_DELETE                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Users can create friendships","Users can manage their own friendships."}\`                                                                                                                                                                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_dashboard_user_INSERT                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.friends\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Users can manage their own friendships.","Users can view own friendships"}\`                                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"friends","type":"table","schema":"public"}       | multiple_permissive_policies_public_friends_dashboard_user_SELECT                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.post_comments\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Users can delete own comments","Users can manage comments on posts they can see."}\`                                                                                                                                                                                                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"post_comments","type":"table","schema":"public"} | multiple_permissive_policies_public_post_comments_anon_DELETE                      |
